questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"A college helpdesk chatbot starts with a simple LLM call. Later, the team wants it to use reusable prompts, read policy documents, remember some user context, and connect to tools. Which option best explains why a framework like LangChain becomes useful?",,,,,,2,,It replaces the LLM completely,"It gives reusable building blocks for connecting models, prompts, tools, memory, retrievers, and workflows",It is only used for designing website buttons,It removes the need to write any Python code,,6a3e309215de587ff88089f2,0,markdown,"LangChain is useful because it provides reusable building blocks for LLM applications. It helps connect models, prompts, tools, memory, retrievers, and workflows in a structured way. Option A is wrong because LangChain does not replace the LLM. Option C is wrong because LangChain is not a website UI framework. Option D is wrong because LangChain is a code framework, so Python code is still written."
mcsc,markdown,"In an AI product, the user interface sends a question to the backend. The backend then uses a framework to coordinate the prompt, LLM, output parser, and possible tools. Where does LangChain usually sit in this architecture?",,,,,,1,,Between the model provider and the application logic,Inside the user's keyboard,Only inside the frontend CSS file,As a replacement for the operating system,,6a3e309215de587ff88089f2,0,markdown,"LangChain usually sits between the model provider and the application logic. It coordinates prompts, LLMs, tools, retrievers, memory, and output parsing. Options B, C, and D are unrelated to LangChain's role in an AI application architecture."
mcsc,markdown,"A learner writes the same prompt string in five different Python files. Later, they need to change the tone and word limit in all five places. Which LangChain component directly helps avoid this repeated prompt editing?",,,,,,1,,PromptTemplate,Vector database,Operating system scheduler,HTML table,,6a3e309215de587ff88089f2,0,markdown,"`PromptTemplate` allows developers to define a reusable prompt with placeholders like `{topic}`, `{audience}`, `{tone}`, and `{limit}`. This avoids copy-pasting and editing the same prompt across many files. A vector database is used for retrieval, and the other options are unrelated."
mcsc,markdown,Which statement best describes a Runnable in LangChain?,,,,,,1,,"A component that takes input, performs work, and returns output",A file that can only store images,A command used only to delete Ollama models,A frontend layout element,,6a3e309215de587ff88089f2,0,markdown,"A Runnable is a unit of work that accepts input, performs an operation, and returns output. Prompt templates, LLM wrappers, and parsers can behave as runnable components. The other options do not describe the Runnable idea."
mcsc,markdown,"A developer creates this LangChain expression:

```python
chain = prompt | llm | output_parser
```

What does the pipe operator `|` represent here?",,,,,,1,,"It connects the steps so the prompt output goes to the LLM, and the LLM output goes to the parser",It deletes the prompt after every run,It installs LangChain packages automatically,It converts Python into JavaScript,,6a3e309215de587ff88089f2,0.5,markdown,"In LCEL, the pipe operator connects runnables from left to right. The prompt prepares the input, the LLM generates a response, and the output parser cleans the response. It does not delete files, install packages, or convert programming languages."
mcsc,markdown,A Python program calls a chat model using LangChain and gets a response object that contains text plus other metadata. The developer wants the final chain output to be a plain string ready for printing. Which component should be added at the end of the chain?,,,,,,1,,StrOutputParser,Gmail tool,N8N workflow button,CSS parser,,6a3e309215de587ff88089f2,0.5,markdown,"`StrOutputParser` extracts the model's text content and returns it as a plain Python string. This makes the final output easier to print, store, or send to a UI. Gmail tools, N8N, and CSS parsers are not used for this LangChain output-cleaning task."
mcmc,markdown,A team is deciding whether to build a small AI assistant with raw LLM API calls or with LangChain. Which situations make LangChain more useful than a one-off raw API script?,,,,,,,,The app needs reusable prompt templates,The app needs a sequence like prompt -> LLM -> parser,"The app may later add retrieval, tools, or memory",The app must avoid all Python code completely,"1, 2, 3",6a3e309215de587ff88089f2,0.5,markdown,"LangChain is useful when prompts need to be reused, steps need to be connected into a chain, and future components like retrieval, tools, or memory may be added. Option D is wrong because LangChain is still used through code, commonly Python."
mcmc,markdown,"A learner is setting up a minimal LangChain + Ollama program using `PromptTemplate`, `ChatOllama`, and `StrOutputParser`. Which packages are directly relevant for this minimal flow?",,,,,,,,`langchain-core`,`langchain-ollama`,`langchain-community` for every possible integration before writing any code,A provider package that connects LangChain to the chosen model provider,"1, 2, 4",6a3e309215de587ff88089f2,0.5,markdown,"`langchain-core` provides core building blocks such as `PromptTemplate`, LCEL, and output parsers. `langchain-ollama` is the provider package for Ollama. Option D is also correct because provider packages connect LangChain to specific model providers. Option C is wrong because installing every community integration is unnecessary for a minimal prompt -> model -> parser chain."
mcmc,markdown,"A support chatbot is being designed for order issues. It may answer simple questions now, but later it may classify complaints, call APIs, remember previous user context, and retrieve policy documents. Which LangChain module-to-role mappings are correct?",,,,,,,,Tools can represent external actions such as APIs or calculators,Memory can store useful context across conversation turns,Retrievers can fetch relevant document chunks for RAG-style answering,PromptTemplate automatically stores long-term user memory by itself,"1, 2, 3",6a3e309215de587ff88089f2,1,markdown,"Tools represent external actions such as APIs, calculators, Gmail, or Slack. Memory stores useful conversation context. Retrievers fetch relevant chunks from documents or vector stores. Option D is wrong because `PromptTemplate` formats prompts; it does not automatically store long-term user memory."
mcmc,markdown,A developer is comparing LangChain with building everything from scratch for a RAG-style AI app. Which statements are correct?,,,,,,,,LangChain can be useful for generic or medium-complexity workflows where default components are enough,"Building from scratch may be better when the project needs deep control over chunking, embedding, retrieval ranking, and generation logic","LangChain removes every need for developers to understand prompts, models, or parsers",Raw API calls may be acceptable for a very small one-script demo,"1, 2, 4",6a3e309215de587ff88089f2,1,markdown,"LangChain is useful for many generic or medium-complexity workflows because it provides reusable components. Building from scratch may be better when deeper customization is required. Raw API calls can be fine for a very small demo. Option C is wrong because developers still need to understand prompts, models, parsers, and workflow logic even when using LangChain."
subjective,markdown,"A learning-support assistant needs to explain technical topics to different audiences in different tones. Build a single Python program that uses a reusable **PromptTemplate**, sends it to an Ollama model through **ChatOllama**, and returns clean text using **StrOutputParser**.

### Requirements

Write a Python program named `learning_explainer.py` that:

1. Imports `PromptTemplate` from `langchain_core.prompts`.
2. Imports `StrOutputParser` from `langchain_core.output_parsers`.
3. Imports `ChatOllama` from `langchain_ollama`.
4. Creates a `ChatOllama` model with:
   - `model=""qwen2.5:0.5b""`
   - `base_url=""http://localhost:11434""`
   - `temperature=0.3`
5. Takes four inputs from the user:
   - topic
   - audience
   - tone
   - word limit
6. Creates a `PromptTemplate` using placeholders:
   - `{topic}`
   - `{audience}`
   - `{tone}`
   - `{limit}`
7. The prompt should ask the model to:
   - explain the topic to the selected audience
   - use the selected tone
   - include one real-life analogy
   - stay within the selected word limit
8. Creates a `StrOutputParser`.
9. Creates an LCEL chain in this exact order:

```python
prompt | llm | output_parser
```

10. Runs the chain using `chain.invoke({...})`.
11. Prints the final answer returned by the chain.

### Input Format

The program should take four inputs, one per line:

```text
topic
audience
tone
word_limit
```

### Example Input

```text
REST APIs
beginners
simple
120
```

### Expected Output

The exact wording may vary because the answer is generated by a local LLM, but the output should be a clean explanation string similar to this:

```text
REST APIs are a way for two software systems to talk to each other using rules. For beginners, think of it like ordering food at a restaurant. You ask the waiter for a dish, the kitchen prepares it, and the waiter brings it back. In the same way, one application sends a request to an API, and another system sends back a response.
```

### Constraints

- Use only the LangChain components listed in the requirements.
- Use a single Python file.
- Do not use agents, tools, memory, retrievers, vector databases, or external APIs.
- Ollama must be installed and running locally.
- The model name in your code must match a model available in `ollama list`.
- If `qwen2.5:0.5b` is not available, pull it using:

```bash
ollama pull qwen2.5:0.5b
```

- Install the required Python packages before running the program:

```bash
pip install langchain-core langchain-ollama
```

### Submission Instruction

1. Code all the points mentioned above in VS Code in a single `.py` file named `learning_explainer.py`.
2. Run the code and verify that it is working.
3. Submit the complete code in the code editor/answer box in the LMS.",,,,,,,,,,,,,6a3e309215de587ff88089f2,0.5,markdown,"### Ideal Solution Walkthrough

The program should first import the LangChain building blocks. `PromptTemplate` creates a reusable prompt with variables, `ChatOllama` connects the program to the local Ollama model, and `StrOutputParser` converts the model response into a plain string.

The four user inputs become runtime values for the prompt placeholders. The LCEL pipe connects the prompt, LLM, and parser in the correct order, so the chain runs as one flow.

### Complete Code

```python
# Import PromptTemplate to create a reusable prompt with placeholders
from langchain_core.prompts import PromptTemplate

# Import StrOutputParser to convert model output into a plain string
from langchain_core.output_parsers import StrOutputParser

# Import ChatOllama to connect LangChain with the local Ollama model
from langchain_ollama import ChatOllama

# Take the topic from the user
topic = input(""Enter topic: "")

# Take the audience from the user
audience = input(""Enter audience: "")

# Take the tone from the user
tone = input(""Enter tone: "")

# Take the word limit from the user
limit = input(""Enter word limit: "")

# Create the LangChain wrapper for the local Ollama model
llm = ChatOllama(
    model=""qwen2.5:0.5b"",  # Use the local model name available in ollama list
    base_url=""http://localhost:11434"",  # Connect to the local Ollama server
    temperature=0.3,  # Keep the answer focused and stable
)

# Create a reusable prompt template with four placeholders
prompt = PromptTemplate.from_template(
    """"""Explain {topic} to {audience} with these requirements:
- Use {tone} tone
- Give one real-life analogy
- Keep the answer within {limit} words""""""
)

# Create the output parser that returns only plain text
output_parser = StrOutputParser()

# Connect prompt, model, and parser using the LCEL pipe operator
chain = prompt | llm | output_parser

# Run the chain by passing values for all template placeholders
result = chain.invoke({
    ""topic"": topic,  # Fill the topic placeholder
    ""audience"": audience,  # Fill the audience placeholder
    ""tone"": tone,  # Fill the tone placeholder
    ""limit"": limit,  # Fill the limit placeholder
})

# Print the final clean string returned by StrOutputParser
print(result)
```

### Alternative Approaches

- The input values can be hard-coded for a quick test, but user input is better for a reusable program.
- The same chain can explain other topics by changing only the input values.
- A different local Ollama model can be used if the `model` name is also changed in the code and the model is available in `ollama list`."
