questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"An **AC remote app** checks the room temperature before switching the compressor on. The line `temperature == 30` is evaluated when the actual temperature stored in the variable is `30`.

What will Python evaluate this comparison as?",,,,,,1,,`True`,`False`,`30`,A `TypeError` because numbers cannot be compared,,6a2ee49b7dcd9d741d497322,0,markdown,"The `==` operator checks whether two values are **equal**. Since `30 == 30`, the expression evaluates to the boolean **`True`**.

**Why other options are wrong:**
- B: The values match, so the result is not `False`.
- C: Comparisons return booleans (`True`/`False`), not the number itself.
- D: Comparing two integers with `==` is valid Python."
mcsc,markdown,"A **UPI payment app** runs this check before allowing a transfer:

```python
if account_balance > 500:
    print(""Payment allowed"")
```

The customer's balance is **₹200**, so the condition is `False`.

What happens to the indented `print(""Payment allowed"")` line?",,,,,,2,,Python runs it twice to double-check the balance,Python skips that indented block and continues with code after the `if`,Python stops the entire program with a `SyntaxError`,Python automatically changes the balance to ₹600,,6a2ee49b7dcd9d741d497322,0,markdown,"When an `if` condition is **`False`**, Python **does not execute** the indented block under it. Lines after the block still run normally.

**Why other options are wrong:**
- A: Python never re-runs a block automatically.
- C: A false condition is normal behaviour, not a syntax error.
- D: Conditionals do not modify variable values on their own."
mcsc,markdown,"At a **railway station kiosk**, a program decides which platform message to show:

```python
if ticket_platform == 3:
    print(""Walk left to Platform 3"")
else:
    print(""Walk right to other platforms"")
```

The ticket is for **Platform 5**, so the `if` condition is `False`.

What is the role of the `else` block here?",,,,,,2,,It runs only when the `if` condition is `True`,It runs when the `if` condition is `False`,It checks a second condition before the `if` runs,It runs at the same time as the `if` block,,6a2ee49b7dcd9d741d497322,0,markdown,"`else` means **""otherwise.""** It executes when the matching `if` condition evaluated to **`False`**.

**Why other options are wrong:**
- A: That describes the `if` block, not `else`.
- C: A second condition uses `elif`, not `else`.
- D: Exactly **one** branch in an `if`/`else` pair runs — never both."
mcsc,markdown,"A student writes this line while building an **exam result checker**:

```python
if marks = 50:
    print(""Exactly fifty"")
```

What will happen when Python tries to run this program?",,,,,,3,,It compares `marks` with `50` and prints the message when they match,It assigns `50` to `marks` and then prints the message every time,It raises a `SyntaxError` because `=` cannot be used for comparison inside `if`,It prints `Exactly fifty` only when `marks` is not equal to `50`,,6a2ee49b7dcd9d741d497322,0,markdown,"Inside a condition you must use **`==`** to compare. **`=`** is for **assignment**, and Python does not allow a plain assignment expression as an `if` condition — this causes a **`SyntaxError`**.

**Why other options are wrong:**
- A: `=` assigns; it does not compare.
- B: Even assignment inside `if` is invalid syntax here.
- D: The program fails before any message can print."
mcsc,markdown,"A **school grade portal** uses this logic for maths marks:

```python
math_marks = 85
if math_marks > 90:
    print(""Grade A"")
elif math_marks >= 80:
    print(""Grade B"")
elif math_marks >= 70:
    print(""Grade C"")
else:
    print(""Grade F"")
```

What will the program print for `math_marks = 85`?",,,,,,2,,`Grade A`,`Grade B`,`Grade C`,`Grade F`,,6a2ee49b7dcd9d741d497322,0.5,markdown,"Python checks conditions **top to bottom** and stops at the first match.
- `85 > 90` → `False`
- `85 >= 80` → `True` → prints **`Grade B`**
Remaining `elif`/`else` blocks are skipped.

**Why other options are wrong:**
- A: 85 is not above 90.
- C: The `>= 80` branch matches first, so `Grade C` never runs.
- D: 85 is well above the fail threshold."
mcsc,markdown,"An **ATM PIN checker** uses this code:

```python
age = input(""Enter your age: "")
if age > 18:
    print(""You can open a savings account"")
```

The user types `20`, but the program crashes with a **`TypeError`**.

What is the **best fix**?",,,,,,3,,Remove the colon after `if age > 18`,Change `>` to `==`,"Convert the input to an integer: `age = int(input(""Enter your age: ""))`",Replace `print` with `Print`,,6a2ee49b7dcd9d741d497322,0.5,markdown,"`input()` always returns a **string**. Comparing `""20"" > 18` mixes text and number, causing a **`TypeError`**. Wrap the input with **`int()`** before comparing.

**Why other options are wrong:**
- A: Removing the colon creates a different syntax error.
- B: `==` checks equality; it does not fix the string-vs-int problem.
- D: `Print` is undefined and would cause a `NameError`."
mcmc,markdown,"A **scholarship desk** stores a student's marks in `score = 55` and checks eligibility bands.

Which of the following expressions evaluate to **`True`**?

*Select all correct options.*",,,,,,,,`score > 50 and score < 60`,`score == 55 or score == 100`,`not (score > 60)`,`score > 60 and score < 70`,"1, 2, 3",6a2ee49b7dcd9d741d497322,0.5,markdown,"With `score = 55`:
- A: `55 > 50` is `True` and `55 < 60` is `True` → **`True`**.
- B: `55 == 55` is `True` → **`True or False`** → **`True`**.
- C: `55 > 60` is `False`; `not False` → **`True`**.
- D: `55 > 60` is `False`, so the whole `and` chain is **`False`**.

**Why other options are wrong:**
- D: 55 is not greater than 60, so this band check fails."
mcmc,markdown,"A team is reviewing how **`if` / `elif` / `else`** chains work in a **food-delivery discount engine**.

Which statements about these chains are **correct**?

*Select all correct options.*",,,,,,,,Python evaluates conditions from top to bottom and stops at the first `True` match,Exactly one block in a properly built `if` / `elif` / `else` chain runs per execution,An `else` block is **mandatory** after every `if` statement,An `elif` block is checked only when all previous conditions in the chain were `False`,"1, 2, 4",6a2ee49b7dcd9d741d497322,0.5,markdown,"- A: Order matters — first matching branch wins.
- B: Mutual exclusivity is the point of `elif` chains.
- D: Each `elif` is a fallback after earlier failures.
- C is incorrect: `else` is **optional**; an `if` alone is valid.

**Why other options are wrong:**
- C: Many programs use only `if`, or `if`/`elif` without `else`."
mcmc,markdown,"A **learning portal** validates login with stored credentials:

```python
username = ""Masai""
password = ""Masai123""

uname = ""masai""       # user typed lowercase
pwd = ""Masai123""      # user typed correct password
```

The program uses this chain:

```python
if uname == username and pwd == password:
    print(""Logged in successfully"")
elif uname != username and pwd != password:
    print(""Username and password both are incorrect"")
elif uname != username:
    print(""Username is incorrect"")
elif pwd != password:
    print(""Password is not correct"")
```

Which statements are **correct** for this input?

*Select all correct options.*",,,,,,,,`uname == username` evaluates to `False` because Python string comparison is case-sensitive,`pwd == password` evaluates to `True`,"The first `if` block runs and prints `""Logged in successfully""`","The program prints `""Username is incorrect""` because the username alone does not match","1, 2, 4",6a2ee49b7dcd9d741d497322,1,markdown,"- A: `""masai""` and `""Masai""` differ in case → **`False`**.
- B: `""Masai123"" == ""Masai123""` → **`True`**.
- First `if`: `False and True` → **`False`**.
- Second `elif`: `True and False` → **`False`**.
- Third `elif`: `uname != username` → **`True`** → prints **`Username is incorrect`**.

**Why other options are wrong:**
- C: Username mismatch prevents successful login even though the password is correct."
mcmc,markdown,"A developer wrote this **grade calculator**, but the conditions are in the wrong order:

```python
math_marks = int(input(""Enter the marks: ""))
if math_marks >= 70:
    print(""Grade C"")
elif math_marks >= 80:
    print(""Grade B"")
elif math_marks > 90:
    print(""Grade A"")
else:
    print(""Grade F"")
```

Which statements are **true** about this code?

*Select all correct options.*",,,,,,,,"For `math_marks = 85`, the program prints `Grade C`","For `math_marks = 95`, the program prints `Grade C`","Putting `> 90` first, then `>= 80`, then `>= 70` would assign grades correctly",Both `Grade B` and `Grade A` can print in a single run for the same input,"1, 2, 3",6a2ee49b7dcd9d741d497322,1,markdown,"Because `>= 70` is checked first, any mark from 70 upward matches the first branch:
- 85 → **`Grade C`** (A is true).
- 95 → **`Grade C`** as well (B is true) — the higher bands are never reached.
- C: Strictest/highest thresholds must come **first** in the chain.
- D: Only **one** block runs per chain execution.

**Why other options are wrong:**
- D: Python stops after the first matching branch; multiple grades cannot print."
