questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"Ananya's startup ships a **GreenCart** support bot on Groq. Finance asks why the monthly API bill jumped after they started sending longer prompts with more retrieved FAQ chunks.

What does the provider primarily bill for?",,,,,,1,,**Input tokens** and **output tokens** processed per API call,The number of English **words** visible in the chat UI only,The number of PDF **pages** uploaded to cloud storage,A flat fee per calendar day regardless of prompt size,,,6a324cb246c3cf883764aed3,0,markdown,"A is correct — cloud LLM APIs charge by tokens sent (input) and generated (output), not by words or page count.

B is incorrect because billing uses tokenisation, which often differs from word count. C is incorrect because storage billing is separate from per-call token metering. D is incorrect because usage-based APIs scale with token volume."
mcsc,markdown,"A designer runs the same RAG prompt through `tiktoken` and sees **36 words** but **64 tokens**.

What is the **best** explanation?",,,,,,1,,**Tokenisation** splits text into subword pieces — tokens are not always one-to-one with words,`tiktoken` always doubles the word count for Groq models,"Tokens count only punctuation, not letters",Word count and token count must always match in English,,,6a324cb246c3cf883764aed3,0,markdown,"A is correct — URLs, punctuation, delimiters, and subword splits can raise token count above word count.

B is incorrect because there is no fixed doubling rule. C is incorrect because tokens include letters and subwords, not punctuation alone. D is incorrect because the lab deliberately shows divergence."
mcsc,markdown,"A product spec says the model has an **8,000-token context window**.

What does that limit refer to?",,,,,,1,,"The **maximum tokens** the model can process in **one forward pass** — including system text, RAG chunks, chat history, tool results, and the reply slot",The maximum number of characters in the user's latest message only,The total size of `chat_history.json` saved on disk,The maximum number of ReAct tool calls allowed per day,,,6a324cb246c3cf883764aed3,0,markdown,"A is correct — input and output share one window budget per request.

B is incorrect because the whole prompt stack counts, not just the last user line. C is incorrect because disk persistence can exceed what is sent each call. D is incorrect because iteration limits (`max_iterations`) are a separate control."
mcsc,markdown,"**GreenCart** saves **every** chat turn to `chat_history.json`, but the backend sends only the **last 4 messages** to the model when the window is tight.

Which statement is **most accurate**?",,,,,,1,,"The full history may exist on disk, but the model only **""sees""** what your code attaches to **this** API request",Saving to JSON automatically loads all 200 turns into every API call,Truncation permanently deletes older messages from the JSON file,"Context limits apply only to **output** tokens, never to input",,,6a324cb246c3cf883764aed3,0,markdown,"A is correct — short-term memory is what you pack into the request; disk storage is separate.

B is incorrect because developers choose how much history to reload. C is incorrect because windowing drops messages from the **prompt**, not necessarily from disk. D is incorrect because input and output share the same window."
mcsc,markdown,"**GreenCart** launches a **refund-policy Q&A** feature grounded on legal FAQ chunks. Customers must get **consistent, policy-aligned** answers every time.

Which **`temperature`** setting is the **safest default**?",,,,,,1,,"**`0`** — minimise random token choices for stable, factual replies",**`1.2`** — maximise creative paraphrase,**`0.9`** — encourage varied refund interpretations,**Above `1.0`** — brainstorm alternate policies per user,,,6a324cb246c3cf883764aed3,0.5,markdown,"A is correct — low temperature keeps compliance-style answers stable; high temperature risks conflicting refund wording.

B, C, and D increase variance and are inappropriate for policy bots where inconsistent answers can cause legal and UX harm."
mcsc,markdown,"A RAG assembler uses `MAX_CONTEXT_TOKENS = 600` for the retrieval block only. The vector DB returns **six** chunks, but `build_context_block` includes only **four** before stopping.

What **most likely** happened?",,,,,,1,,"Adding the **fifth** chunk would push the retrieval section **over the 600-token budget**, so remaining chunks were **dropped**",The vector database can never return more than four rows,**`temperature=0`** automatically limits retrieval to four chunks,The system prompt was removed to make room,,,6a324cb246c3cf883764aed3,0.5,markdown,"A is correct — the loop stops when the next piece would exceed the designer-set cap, mimicking tight-window RAG design.

B is incorrect because retrieval can return more hits than fit in the budget. C is incorrect because temperature affects sampling, not chunk packing. D is incorrect because omitting the system prompt is discouraged, not the default packing behaviour."
mcmc,markdown,"A single **GreenCart** agent request packs **RAG**, **chat history**, and a **tool observation** into one Groq call.

Which items **compete for the same context window** in that request?",,,,,,,,**System instructions** and grounding rules,**Retrieved FAQ chunks** injected into the prompt,**Chat turns** your code includes this round,The **`GROQ_API_KEY`** string stored in your `.env` file,**Tool observation** text passed back into the model,"1, 2, 3, 5",6a324cb246c3cf883764aed3,0.5,markdown,"A, B, C, and E are all prompt payload that consumes input tokens in one forward pass.

D is incorrect because environment secrets are not sent as prompt text unless you mistakenly paste them into the message."
mcmc,markdown,"A product has three surfaces: **refund-policy RAG**, an **`lookup_order` tool planner**, and a **festive SMS banner generator**.

Which configuration choices align with **sound design**?",,,,,,,,**Refund policy Q&A:** `temperature=0`,**Festive SMS generator:** higher temperature (for example `0.7`–`0.9`) for creative copy,**`lookup_order` tool planning:** low/moderate temperature (for example `~0.3`) for reliable tool routing,**Refund policy Q&A:** `temperature=0.9` so every customer gets a unique refund rule,Use a fixed **`seed`** in automated tests when the API supports it for reproducible QA runs,"1, 2, 3, 5",6a324cb246c3cf883764aed3,0.5,markdown,"A, B, C, and E match the consistency-vs-creativity trade-off for policy, tools, and creative surfaces.

D is incorrect because high temperature on refund policy can produce conflicting legal answers turn to turn."
mcmc,markdown,"After **20 turns**, **GreenCart** users report: *""The bot stopped following 'answer only from the policy document.'""* The app windowed history to the last **N** messages.

Which diagnoses and responses are **valid**?",,,,,,,,**Silent truncation** may have **dropped** the earliest user message that stated the grounding rule,**Windowed history** sends only the tail — constraints from turn 1 may no longer reach the model,Setting **`temperature=1.2`** automatically erases older rows from `chat_history.json` on disk,**Re-inject grounding rules** in the system prompt or use **summary memory** for long sessions,"Each **multi-turn agent lap** adds tokens (scratchpad + observations), accelerating pressure on the window","1, 2, 4, 5",6a324cb246c3cf883764aed3,1,markdown,"A, B, D, and E describe truncation, windowing, fixes, and token growth in agent loops.

C is incorrect — temperature affects sampling randomness, not disk deletion of chat logs."
mcmc,markdown,"A designer reviews a **RAG + memory + agent** feature approaching the context ceiling before launch.

Which actions follow the **designer playbook** for production?",,,,,,,,**Trim chat history or RAG chunks** before **omitting the system prompt** that holds grounding rules,**Never omit the system prompt** when cutting tokens on customer-facing flows,**Summarise tool observations** when a single observation exceeds roughly **500 tokens** before re-prompting,Paste a **full 40-page PDF** into one prompt to avoid building a retrieval pipeline,Reserve roughly **10–15%** of the window below the hard max as a **safety margin** for longer answers,"1, 2, 3, 5",6a324cb246c3cf883764aed3,1,markdown,"A, B, C, and E are trimming priorities, observation caps, and safety-margin habits from the playbook.

D is incorrect — pasting full PDFs wastes tokens, raises cost/latency, and can overflow the window instead of using chunking + retrieval."
subjective,markdown,"**GreenCart** wants a quick check before sending prompts to Groq: **how many tokens** does a prompt use, and **which old chat messages** would be left out if only the last few turns are sent?

You will complete a short script — **no LLM API key** needed.

---

Create one file: `prompt_budget_checker.py`

Most of the file is already written below. **Copy it** and complete only the **two marked sections**.

### Starter code (complete the `# TODO` parts)

```python
# pip install tiktoken
import tiktoken

encoding = tiktoken.get_encoding(""cl100k_base"")

SAMPLE_PROMPT = """"""
You are a GreenCart FAQ assistant.
Answer ONLY from the context below.

=== CONTEXT START ===
Refunds are processed within 7 business days for eligible orders.
=== CONTEXT END ===

Question: What is the refund timeline?
""""""

FULL_HISTORY = [
    {""role"": ""user"", ""content"": ""Use only GreenCart policy FAQ facts.""},
    {""role"": ""assistant"", ""content"": ""Understood — grounded answers only.""},
    {""role"": ""user"", ""content"": ""What is standard shipping time?""},
    {""role"": ""assistant"", ""content"": ""5-7 days in metro cities per FAQ.""},
    {""role"": ""user"", ""content"": ""And refund timeline?""},
    {""role"": ""assistant"", ""content"": ""7 business days for eligible orders.""},
    {""role"": ""user"", ""content"": ""What about warranty on electronics?""},
]

MAX_MESSAGES = 4


# TODO 1 — Write count_tokens(text) using encoding.encode(text)
def count_tokens(text: str) -> int:
    pass


# TODO 2 — Return (kept, dropped). If history fits, dropped = [].
#          kept = last max_messages items; dropped = everything before that.
def windowed_history(history: list, max_messages: int) -> tuple[list, list]:
    pass


def main():
    word_count = len(SAMPLE_PROMPT.split())
    token_count = count_tokens(SAMPLE_PROMPT)

    print(""=== Token check ==="")
    print(""Word count:"", word_count)
    print(""Token count:"", token_count)

    kept, dropped = windowed_history(FULL_HISTORY, MAX_MESSAGES)

    print(""\n=== Windowed history (max 4 messages) ==="")
    print(""Messages sent to model:"", len(kept))
    print(""Messages dropped:"", len(dropped))
    if dropped:
        print(""First dropped message:"", dropped[0][""content""])


if __name__ == ""__main__"":
    main()
```

---

## What you must implement

1. **`count_tokens`** — return `len(encoding.encode(text))`.
2. **`windowed_history`** — when history is longer than `max_messages`, keep the **last** `max_messages` messages and put the rest in **dropped**.

Do **not** change `SAMPLE_PROMPT`, `FULL_HISTORY`, `MAX_MESSAGES`, or the `print` lines in `main()`.

---

## Expected behaviour

When you run `python prompt_budget_checker.py`:

```text
=== Token check ===
Word count: <number>
Token count: <number>

=== Windowed history (max 4 messages) ===
Messages sent to model: 4
Messages dropped: 3
First dropped message: Use only GreenCart policy FAQ facts.
```

- **Token count** should be **greater than** word count (tokens ≠ words).
- **4** messages kept, **3** dropped.
- The first dropped line is the early **grounding rule**.

---

## Submission Instructions

- Complete the two `TODO` functions in a single `.py` file named `prompt_budget_checker.py`.
- Run the script and check the output matches the pattern above.
- Submit the complete code in the LMS code editor/answer box.",,,,,,,,,,,,,,6a324cb246c3cf883764aed3,0,markdown,"### Walkthrough

1. **`count_tokens`** — `encoding.encode(text)` turns text into token IDs; `len(...)` is the count used for billing and context limits.
2. **`windowed_history`** — `kept = history[-max_messages:]` and `dropped = history[:-max_messages]` when the list is too long. This shows **silent forgetting**: rules from early turns may not reach the model.

### Reference Solution

```python
# pip install tiktoken
import tiktoken

encoding = tiktoken.get_encoding(""cl100k_base"")

SAMPLE_PROMPT = """"""
You are a GreenCart FAQ assistant.
Answer ONLY from the context below.

=== CONTEXT START ===
Refunds are processed within 7 business days for eligible orders.
=== CONTEXT END ===

Question: What is the refund timeline?
""""""

FULL_HISTORY = [
    {""role"": ""user"", ""content"": ""Use only GreenCart policy FAQ facts.""},
    {""role"": ""assistant"", ""content"": ""Understood — grounded answers only.""},
    {""role"": ""user"", ""content"": ""What is standard shipping time?""},
    {""role"": ""assistant"", ""content"": ""5-7 days in metro cities per FAQ.""},
    {""role"": ""user"", ""content"": ""And refund timeline?""},
    {""role"": ""assistant"", ""content"": ""7 business days for eligible orders.""},
    {""role"": ""user"", ""content"": ""What about warranty on electronics?""},
]

MAX_MESSAGES = 4


def count_tokens(text: str) -> int:
    return len(encoding.encode(text))


def windowed_history(history: list, max_messages: int) -> tuple[list, list]:
    if len(history) <= max_messages:
        return history, []
    kept = history[-max_messages:]
    dropped = history[:-max_messages]
    return kept, dropped


def main():
    word_count = len(SAMPLE_PROMPT.split())
    token_count = count_tokens(SAMPLE_PROMPT)

    print(""=== Token check ==="")
    print(""Word count:"", word_count)
    print(""Token count:"", token_count)

    kept, dropped = windowed_history(FULL_HISTORY, MAX_MESSAGES)

    print(""\n=== Windowed history (max 4 messages) ==="")
    print(""Messages sent to model:"", len(kept))
    print(""Messages dropped:"", len(dropped))
    if dropped:
        print(""First dropped message:"", dropped[0][""content""])


if __name__ == ""__main__"":
    main()
```"
