questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"Riya is comparing traditional supervised ML pipelines (spreadsheet-style features, fixed columns) with a friend who wants an app that drafts polite customer emails from bullet points. Riya argues classical tabular models fail here mainly because:

- Email servers reject machine learning models
- Open-ended language is hard to express as fixed numeric feature columns for every possible phrasing
- Logistic regression cannot run on a laptop
- Tabular data always contains more rows than text data

- Email servers reject machine learning models
- Open-ended language is hard to express as fixed numeric feature columns for every possible phrasing
- Logistic regression cannot run on a laptop
- Tabular data always contains more rows than text data",,,,,,2,,Email servers reject machine learning models,Open-ended language is hard to express as fixed numeric feature columns for every possible phrasing,Logistic regression cannot run on a laptop,Tabular data always contains more rows than text data,,6a03f0e8ed393893be626aa7,0,markdown,"Variable-length, meaning-rich text does not map cleanly to a fixed set of numeric columns—the usual **feature engineering bottleneck** for tabular ML. **A** is irrelevant to the modelling limitation. **C** misstates the issue as hardware. **D** confuses row counts with representational limits."
mcsc,markdown,"Consider the sentence: *""I went to the bank.""* For a naive model that encodes **""bank""** as a single categorical or numeric feature without surrounding context, the main difficulty is that:

- The token is always a spelling error
- The surface form can correspond to different meanings depending on context (**word ambiguity**)
- Financial institutions never appear in structured databases
- The sentence always exceeds practical tokenizer limits

- The token is always a spelling error
- The surface form can correspond to different meanings depending on context (**word ambiguity**)
- Financial institutions never appear in structured databases
- The sentence always exceeds practical tokenizer limits",,,,,,2,,The token is always a spelling error,The surface form can correspond to different meanings depending on context (**word ambiguity**),Financial institutions never appear in structured databases,The sentence always exceeds practical tokenizer limits,,6a03f0e8ed393893be626aa7,0,markdown,"**Word ambiguity** means the same string can label different meanings; context disambiguates—something a lone feature column cannot represent. **A**, **C**, and **D** are factually or logically weak distractors."
mcsc,markdown,"A common teaching analogy compares one artificial **neuron** (or perceptron) to which classical building block?

- K-Means centroids
- Linear regression (weighted inputs plus bias, predicting a continuous-style output before any nonlinearity)
- A relational `JOIN` between tables
- A UI theme configuration object

- K-Means centroids
- Linear regression (weighted inputs plus bias, predicting a continuous-style output before any nonlinearity)
- A relational `JOIN` between tables
- A UI theme configuration object",,,,,,2,,K-Means centroids,"Linear regression (weighted inputs plus bias, predicting a continuous-style output before any nonlinearity)",A relational `JOIN` between tables,A UI theme configuration object,,6a03f0e8ed393893be626aa7,0,markdown,"A single neuron’s affine combination of inputs plus bias parallels **linear regression** intuition (weights as slopes, bias as intercept) before activation. **A**, **C**, and **D** do not fit that standard analogy."
mcsc,markdown,"Compared with a classic **RNN** that consumes text strictly step by step, a **Transformer** encoder block is most accurately characterised by:

- Dropping all punctuation tokens
- Processing all positions in the sequence in parallel and using **attention** to relate tokens
- Removing hidden layers to guarantee faster training
- Rasterising each token into an image tensor before prediction

- Dropping all punctuation tokens
- Processing all positions in the sequence in parallel and using **attention** to relate tokens
- Removing hidden layers to guarantee faster training
- Rasterising each token into an image tensor before prediction",,,,,,2,,Dropping all punctuation tokens,Processing all positions in the sequence in parallel and using **attention** to relate tokens,Removing hidden layers to guarantee faster training,Rasterising each token into an image tensor before prediction,,6a03f0e8ed393893be626aa7,0,markdown,"Transformers rely on **self-attention** over the full sequence rather than only a compressed left-to-right hidden state. **A**, **C**, and **D** are incorrect characterisations."
mcsc,markdown,"For **GPT-style generative pre-training** on large-scale web and book corpora, the dominant **self-supervised** objective is usually described as:

- Predicting house prices from square footage
- Next-token (next-word) prediction without per-example human task labels for that phase
- Sorting the vocabulary alphabetically to build an inverted index
- Hand-labelling every sentence with a sentiment score before any language modelling loss

- Predicting house prices from square footage
- Next-token (next-word) prediction without per-example human task labels for that phase
- Sorting the vocabulary alphabetically to build an inverted index
- Hand-labelling every sentence with a sentiment score before any language modelling loss",,,,,,2,,Predicting house prices from square footage,Next-token (next-word) prediction without per-example human task labels for that phase,Sorting the vocabulary alphabetically to build an inverted index,Hand-labelling every sentence with a sentiment score before any language modelling loss,,6a03f0e8ed393893be626aa7,0.5,markdown,"Large-scale **causal language modelling** (predict the next token) drives pre-training; task labels come later if at all. **A**, **C**, and **D** misdescribe that pipeline."
mcsc,markdown,"You are budgeting tokens for an English body of text using the heuristic **≈ 0.75 words per token** (equivalently, tokens ≈ words ÷ 0.75). Roughly how many **tokens** should you plan for **90 words**?

- About 34 tokens
- About 68 tokens
- About 120 tokens
- About 200 tokens

- About 34 tokens
- About 68 tokens
- About 120 tokens
- About 200 tokens",,,,,,3,,About 34 tokens,About 68 tokens,About 120 tokens,About 200 tokens,,6a03f0e8ed393893be626aa7,0.5,markdown,"90 ÷ 0.75 = **120**. **A**, **B**, and **D** do not follow the stated rule."
mcmc,markdown,"Which statements about an LLM **context window** are correct?

*(Select all that apply)*

- It caps how many tokens the model can attend to in **one** forward pass, typically counting both user input and model output for that call
- If a chat log exceeds the window, earlier turns that fall outside are not visible to the model on that call
- A larger context window mathematically guarantees factually correct answers
- **Gemini 1.5 Pro** has been publicly marketed with a context window on the order of **one million** tokens

*(Select all that apply)*

- It caps how many tokens the model can attend to in **one** forward pass, typically counting both user input and model output for that call
- If a chat log exceeds the window, earlier turns that fall outside are not visible to the model on that call
- A larger context window mathematically guarantees factually correct answers
- **Gemini 1.5 Pro** has been publicly marketed with a context window on the order of **one million** tokens",,,,,,,,"It caps how many tokens the model can attend to in **one** forward pass, typically counting both user input and model output for that call","If a chat log exceeds the window, earlier turns that fall outside are not visible to the model on that call",A larger context window mathematically guarantees factually correct answers,**Gemini 1.5 Pro** has been publicly marketed with a context window on the order of **one million** tokens,"1,2,4",6a03f0e8ed393893be626aa7,0.5,markdown,**A** and **B** state the standard definition and overflow behaviour. **D** matches widely published vendor specifications (order-of-magnitude). **C** is false: capacity ≠ correctness.
mcmc,markdown,"Which statements are generally true about **tokens** and **commercial LLM billing**?

*(Select all that apply)*

- Providers often meter **prompt** (input) tokens separately from **completion** (output) tokens
- **Subword** tokenisers may split a rare or long technical string into multiple tokens
- Setting `temperature = 2` halves the per-token price automatically
- Allowing very long model answers increases completion-token usage and therefore cost or latency

*(Select all that apply)*

- Providers often meter **prompt** (input) tokens separately from **completion** (output) tokens
- **Subword** tokenisers may split a rare or long technical string into multiple tokens
- Setting `temperature = 2` halves the per-token price automatically
- Allowing very long model answers increases completion-token usage and therefore cost or latency",,,,,,,,Providers often meter **prompt** (input) tokens separately from **completion** (output) tokens,**Subword** tokenisers may split a rare or long technical string into multiple tokens,Setting `temperature = 2` halves the per-token price automatically,Allowing very long model answers increases completion-token usage and therefore cost or latency,"1,2,4",6a03f0e8ed393893be626aa7,0.5,markdown,"**A**, **B**, and **D** align with common API pricing and tokenisation practice. **C** is false: temperature controls sampling randomness, not list price."
mcmc,markdown,"Which statements best characterise **hallucinations** in large language models?

*(Select all that apply)*

- Output can read fluent and authoritative yet be fabricated or factually incorrect
- Training optimises plausible next-token continuation, not a verified lookup against a ground-truth database on every step
- A model’s **knowledge cutoff** can contribute to confident mistakes about events after training data ends
- Hallucinations become impossible if the user’s prompt is polite

*(Select all that apply)*

- Output can read fluent and authoritative yet be fabricated or factually incorrect
- Training optimises plausible next-token continuation, not a verified lookup against a ground-truth database on every step
- A model’s **knowledge cutoff** can contribute to confident mistakes about events after training data ends
- Hallucinations become impossible if the user’s prompt is polite",,,,,,,,Output can read fluent and authoritative yet be fabricated or factually incorrect,"Training optimises plausible next-token continuation, not a verified lookup against a ground-truth database on every step",A model’s **knowledge cutoff** can contribute to confident mistakes about events after training data ends,Hallucinations become impossible if the user’s prompt is polite,"1,2,3",6a03f0e8ed393893be626aa7,1,markdown,**A–C** capture standard definitions and mechanisms taught in LLM safety primers. **D** is false: tone does not remove structural hallucination risk.
mcmc,markdown,"Which statements align with the widely taught **historical / architectural** narrative for modern LLMs?

*(Select all that apply)*

- **Word2Vec**-style dense vectors let vector arithmetic approximate semantic relations between words
- Vanilla **RNNs** often struggle to carry information from very early tokens across very long sequences
- Generative **pre-training** on raw text at scale required a human label for every token in Wikipedia before any next-token loss could be defined
- **Self-attention** lets each position attend to every other position, easing long-range dependencies compared with strict left-to-right recurrence alone

*(Select all that apply)*

- **Word2Vec**-style dense vectors let vector arithmetic approximate semantic relations between words
- Vanilla **RNNs** often struggle to carry information from very early tokens across very long sequences
- Generative **pre-training** on raw text at scale required a human label for every token in Wikipedia before any next-token loss could be defined
- **Self-attention** lets each position attend to every other position, easing long-range dependencies compared with strict left-to-right recurrence alone",,,,,,,,**Word2Vec**-style dense vectors let vector arithmetic approximate semantic relations between words,Vanilla **RNNs** often struggle to carry information from very early tokens across very long sequences,Generative **pre-training** on raw text at scale required a human label for every token in Wikipedia before any next-token loss could be defined,"**Self-attention** lets each position attend to every other position, easing long-range dependencies compared with strict left-to-right recurrence alone","1,2,4",6a03f0e8ed393893be626aa7,1,markdown,"**A**, **B**, and **D** are textbook-accurate. **C** is false: next-token LM does not use per-token human labels for the main objective."
