questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"A ShopKart support bot is allowed to answer only from official returns, shipping, warranty, and refund policy text. A customer asks about a product recall that is not in those documents. What should the assistant do within its **knowledge boundary**?",,,,,,2,,Guess the recall timeline from general e-commerce knowledge,Refuse or escalate because the topic is outside allowed policy sources,Search the internet and summarize the latest news article,Answer confidently using the warranty policy alone,,,6a224b15f9e6ea3913303e37,0,markdown,"B is correct because a knowledge boundary limits the bot to trusted policy documents. Topics outside that boundary should be refused or escalated.

A is incorrect because general knowledge breaks the knowledge boundary. C is incorrect because external web search is outside the allowed sources. D is incorrect because warranty text does not cover an unrelated recall question."
mcsc,markdown,"A team built Chroma top-k search that prints the best-matching policy chunks, but no LLM writes a customer reply yet. Which statement is most accurate?",,,,,,2,,They already have a complete RAG assistant,They have retrieval only; generation is still missing for full RAG,They have generation only; retrieval is still missing,They have ingestion only; retrieval and generation are both finished,,,6a224b15f9e6ea3913303e37,0,markdown,"B is correct because vector search returns chunks, but RAG also needs a generator that produces an answer conditioned on retrieved evidence.

A is incorrect because search alone is not a complete RAG loop. C is incorrect because retrieval is already working. D is incorrect because retrieval is present, not only ingestion."
mcsc,markdown,"In a minimal ShopKart RAG pipeline, which component is mainly responsible for converting policy chunks into vectors and storing them in Chroma during the offline step?",,,,,,1,,Ingestion,Generator,Prompt tokenizer,Browser cache,,,6a224b15f9e6ea3913303e37,0,markdown,"A is correct because ingestion prepares trusted text, embeds it, and loads the vectors into the searchable store.

B is incorrect because the generator writes natural-language answers after retrieval. C is incorrect because a tokenizer is not the named ingestion component in this pipeline. D is incorrect because browser cache is unrelated to policy indexing."
mcsc,markdown,A learner stores the Groq API key inside a `.env` file and loads it with `load_dotenv()` before creating the Groq client. What is the main security benefit of this pattern?,,,,,,2,,It makes the API key visible in Git history for easier sharing,It keeps the secret out of the Python source file and out of version control when `.env` is ignored,It removes the need for any API key during generation,It forces Chroma to encrypt all stored embeddings automatically,,,6a224b15f9e6ea3913303e37,0,markdown,"B is correct because `.env` keeps secrets local and separate from code, especially when `.env` is listed in `.gitignore`.

A is incorrect because committing secrets to Git is unsafe. C is incorrect because Groq generation still needs a valid API key. D is incorrect because `.env` does not change Chroma encryption behaviour."
mcsc,markdown,"A ShopKart script creates a collection like this:

```python
collection = client.get_or_create_collection(
    name=""shopkart_policy_kb"",
    embedding_function=None,
)
```

Later, the learner calls `collection.query(...)` for a customer question. What must happen before the query call in this setup?",,,,,,1,,The customer question must be converted into a query embedding using the same embedding model used for policy indexing,Chroma will automatically embed the raw text even when `embedding_function=None`,The learner must delete all metadata before every query,The learner must retrain the Groq Llama model locally,,,6a224b15f9e6ea3913303e37,0.5,markdown,"A is correct because `embedding_function=None` means Chroma expects manually supplied embeddings, and the same model must be used for documents and queries.

B is incorrect because automatic embedding happens only when an embedding function is configured. C is incorrect because metadata does not need to be deleted before querying. D is incorrect because the Groq model is hosted remotely and is not retrained in this lab."
mcsc,markdown,A developer accidentally calls the Groq generator before running `collection.query(...)`. Why does this break grounding for ShopKart support?,,,,,,2,,Groq cannot generate text without a system prompt,"The model answers without retrieved policy evidence, so the reply is not grounded in ShopKart rules",Chroma deletes the collection when generation happens first,BGE embeddings become 768-dimensional when generation runs first,,,6a224b15f9e6ea3913303e37,0.5,markdown,"B is correct because RAG requires retrieve-first, generate-second. Without retrieved excerpts, the model falls back to general knowledge instead of policy evidence.

A is incorrect because Groq can still generate text, but it will not be evidence-backed. C is incorrect because call order does not delete the collection. D is incorrect because embedding dimensionality does not change based on call order."
mcmc,markdown,A quality analyst is checking whether semantic retrieval matched a customer's intent. Which inspection steps are appropriate right after `retrieve_policy_chunks(...)` runs?,,,,,,,,"Check whether Rank 1 `metadata[""category""]` matches the expected policy area",Read Rank 1 `text` and confirm it is relevant to the question,Ignore distances completely because they are never useful,"Compare the customer wording with the retrieved excerpt meaning, not just exact keywords",Assume Rank 1 is always business-correct without reading the text,"1,2,4",6a224b15f9e6ea3913303e37,0.5,markdown,"A is correct because category tags help confirm the policy area surfaced first. B is correct because the retrieved text must be read before trusting the answer. D is correct because semantic retrieval is about intent, not exact keyword overlap.

C is incorrect because distance values are useful for inspection even if they may vary slightly across runs. E is incorrect because Rank 1 means closest vector, not guaranteed business correctness in every edge case."
mcmc,markdown,A grounded ShopKart prompt includes retrieved policy excerpts and strict answer rules. Which prompt rules directly reduce unsupported guessing?,,,,,,,,Answer using ONLY the policy excerpts below.,"If excerpts do not contain enough information, say you do not have enough information in the provided policy excerpts.",Invent friendly timelines when the excerpts are incomplete.,"Do not invent numbers, timelines, or eligibility rules not present in the excerpts.",Ignore the excerpts if the customer sounds upset.,"1,2,4",6a224b15f9e6ea3913303e37,0.5,markdown,"A is correct because it restricts the model to supplied evidence. B is correct because it encourages an honest insufficient-information response instead of guessing. D is correct because it blocks fabricated policy numbers and eligibility rules.

C is incorrect because inventing timelines is exactly the behaviour grounding tries to prevent. E is incorrect because customer tone must not override evidence rules."
mcmc,markdown,"A learner builds ShopKart RAG with `SentenceTransformer(""BAAI/bge-small-en-v1.5"")`, stores four policy embeddings in Chroma, and later queries with the same model. Which statements are technically correct?",,,,,,,,The stored policy chunks and user queries should be embedded with the same model.,This BGE small model produces 384-dimensional embeddings in this lab setup.,Mixing embeddings from a different model in the same collection can make distances unreliable.,Distance values must match exactly on every laptop for the same sentence.,The retriever should use `model.encode(...)` for both indexing and querying.,"1,2,3,5",6a224b15f9e6ea3913303e37,1,markdown,"A is correct because vector distances are meaningful only in the same embedding space. B is correct because the BGE small model used here creates 384-dimensional vectors. C is correct because mixed model outputs make similarity scores unreliable. E is correct because manual embedding is required when `embedding_function=None`.

D is incorrect because embedding models are predictive; distances can vary slightly across runs or machines even for the same sentence."
mcmc,markdown,"A ShopKart RAG answer sounds polite but cites a 30-day return window, while the stored returns policy says 7 calendar days for unopened items. Which failure explanations are plausible in a minimal RAG pipeline?",,,,,,,,Retrieval surfaced the wrong policy chunk first,"Retrieval was correct, but the generator ignored or altered the excerpt",The indexed policy text itself was outdated or wrong in `POLICY_RECORDS`,Hallucination becomes impossible once any retrieval step exists,The evidence audit should compare every number in the final answer with retrieved excerpt text,"1,2,3,5",6a224b15f9e6ea3913303e37,1,markdown,"A is correct because wrong Rank 1 retrieval can send bad evidence to the generator. B is correct because generation can still drift even when retrieval looks fine. C is correct because garbage-in produces confidently wrong grounded answers. E is correct because number-level evidence auditing is a core validation step.

D is incorrect because RAG reduces hallucination risk but does not make it impossible by design."
